"filename", "language", "Java", "Markdown", "comment", "blank", "total"
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/BGActionMine.java", "Java", 30, 0, 0, 9, 39
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/BGActionType.java", "Java", 4, 0, 0, 2, 6
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/BGGameParameters.java", "Java", 19, 0, 0, 7, 26
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/BGManager.java", "Java", 23, 0, 2, 7, 32
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/BGPlayer.java", "Java", 15, 0, 2, 9, 26
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/BGRationalPlayer.java", "Java", 12, 0, 1, 6, 19
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/BGStrategies.java", "Java", 9, 0, 0, 5, 14
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/BlockchainGame.java", "Java", 66, 0, 15, 21, 102
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/CyclicList.java", "Java", 30, 0, 0, 7, 37
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/HonestStrategy.java", "Java", 27, 0, 2, 11, 40
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/blockchaingame/NoobMaliciousStrategy.java", "Java", 19, 0, 5, 5, 29
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/coingame/CoinGame.java", "Java", 69, 0, 0, 15, 84
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/coingame/CoinGameAction.java", "Java", 17, 0, 0, 7, 24
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/coingame/CoinGamePlayer.java", "Java", 22, 0, 0, 8, 30
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/coingame/CoinGameTest.java", "Java", 14, 0, 0, 7, 21
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/coingame/CopycatPlayer.java", "Java", 20, 0, 0, 7, 27
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/coingame/NaivePlayer.java", "Java", 12, 0, 0, 6, 18
"/Users/madscientist/agt-project/src/com/blockposht/evolutionary/coingame/TheifPlayer.java", "Java", 12, 0, 0, 5, 17
"/Users/madscientist/agt-project/src/com/blockposht/interfaces/IBlockchain.java", "Java", 6, 0, 0, 3, 9
"/Users/madscientist/agt-project/src/com/blockposht/notes.md", "Markdown", 0, 3, 0, 2, 5
"/Users/madscientist/agt-project/src/com/blockposht/test/BlockTest.java", "Java", 17, 0, 0, 4, 21
"/Users/madscientist/agt-project/src/com/blockposht/test/MemoryTest.java", "Java", 15, 0, 0, 7, 22
"Total", "-", 962, 4, 174, 379, 1519
